avg_fst pop_key Pop1.x Pop2.x Pop1.y Pop2.y Annotation Mean
0.0177743 erythrogaster_rustica.r erythrogaster rustica.r erythrogaster rustica.r opensea_promoter-TSS 0.030464236664843
0.0177743 erythrogaster_rustica.r erythrogaster rustica.r erythrogaster rustica.r opensea_TTS 0.0312033526754296
0.0143941 rustica.eu_transitiva rustica.eu transitiva rustica.eu transitiva opensea_exon 0.0290947705059689
0.0143941 rustica.eu_transitiva rustica.eu transitiva rustica.eu transitiva opensea_Intergenic 0.029789291781201
0.0143941 rustica.eu_transitiva rustica.eu transitiva rustica.eu transitiva opensea_intron 0.0299378758845297
0.0143941 rustica.eu_transitiva rustica.eu transitiva rustica.eu transitiva opensea_promoter-TSS 0.0286347406444977
0.0143941 rustica.eu_transitiva rustica.eu transitiva rustica.eu transitiva opensea_TTS 0.029506748917501
0.0154224 rustica.r_savignii rustica.r tytleri rustica.r savignii opensea_exon 0.0303919102685787
0.0154224 rustica.r_savignii rustica.r tytleri rustica.r savignii opensea_Intergenic 0.0304146052422975
0.0154224 rustica.r_savignii rustica.r tytleri rustica.r savignii opensea_intron 0.0307980282413278
0.0154224 rustica.r_savignii rustica.r tytleri rustica.r savignii opensea_promoter-TSS 0.0298509666689745
0.0154224 rustica.r_savignii rustica.r tytleri rustica.r savignii opensea_TTS 0.0298646466245468
0.0103727 rustica.r_tytleri savignii rustica.r rustica.r tytleri opensea_exon 0.0249938094286079
0.0103727 rustica.r_tytleri savignii rustica.r rustica.r tytleri opensea_Intergenic 0.026073253893071
0.0103727 rustica.r_tytleri savignii rustica.r rustica.r tytleri opensea_intron 0.0258961033133515
0.0103727 rustica.r_tytleri savignii rustica.r rustica.r tytleri opensea_promoter-TSS 0.025332255996209
0.0103727 rustica.r_tytleri savignii rustica.r rustica.r tytleri opensea_TTS 0.024977072884762
0.0156839 rustica.eu_savignii rustica.eu savignii rustica.eu savignii opensea_exon 0.0297678844517908
0.0156839 rustica.eu_savignii rustica.eu savignii rustica.eu savignii opensea_Intergenic 0.0309309887069691
0.0156839 rustica.eu_savignii rustica.eu savignii rustica.eu savignii opensea_intron 0.0309063002532177
0.0156839 rustica.eu_savignii rustica.eu savignii rustica.eu savignii opensea_promoter-TSS 0.0305316105280037
0.0156839 rustica.eu_savignii rustica.eu savignii rustica.eu savignii opensea_TTS 0.0300673281055436
0.0343708 erythrogaster_savignii erythrogaster savignii erythrogaster savignii opensea_exon 0.030100659740966
0.0343708 erythrogaster_savignii erythrogaster savignii erythrogaster savignii opensea_Intergenic 0.0329722983542396
0.0343708 erythrogaster_savignii erythrogaster savignii erythrogaster savignii opensea_intron 0.0323995692315617
0.0343708 erythrogaster_savignii erythrogaster savignii erythrogaster savignii opensea_promoter-TSS 0.0357961316919184
0.0343708 erythrogaster_savignii erythrogaster savignii erythrogaster savignii opensea_TTS 0.0309383923418801
0.0325949 gutturalis_rustica.eu rustica.eu gutturalis gutturalis rustica.eu opensea_exon 0.0409684949496985
0.0325949 gutturalis_rustica.eu rustica.eu gutturalis gutturalis rustica.eu opensea_Intergenic 0.0396129785306503
0.0325949 gutturalis_rustica.eu rustica.eu gutturalis gutturalis rustica.eu opensea_intron 0.0398874904520417
0.0325949 gutturalis_rustica.eu rustica.eu gutturalis gutturalis rustica.eu opensea_promoter-TSS 0.0377915445329488
0.0325949 gutturalis_rustica.eu rustica.eu gutturalis gutturalis rustica.eu opensea_TTS 0.0411280896798974
0.0105191 erythrogaster_tytleri erythrogaster tytleri erythrogaster tytleri opensea_exon 0.0313136495921717
0.0105191 erythrogaster_tytleri erythrogaster tytleri erythrogaster tytleri opensea_Intergenic 0.0312859965250439
0.0105191 erythrogaster_tytleri erythrogaster tytleri erythrogaster tytleri opensea_intron 0.0307484177337954
0.0105191 erythrogaster_tytleri erythrogaster tytleri erythrogaster tytleri opensea_promoter-TSS 0.0312424569952858
0.0105191 erythrogaster_tytleri erythrogaster tytleri erythrogaster tytleri opensea_TTS 0.0309610069498816
0.0239727 transitiva_tytleri transitiva tytleri transitiva tytleri opensea_exon 0.0312867776204049
0.0239727 transitiva_tytleri transitiva tytleri transitiva tytleri opensea_Intergenic 0.0317001710473183
0.0239727 transitiva_tytleri transitiva tytleri transitiva tytleri opensea_intron 0.0317908029645491
0.0239727 transitiva_tytleri transitiva tytleri transitiva tytleri opensea_promoter-TSS 0.0308188034326132
0.0239727 transitiva_tytleri transitiva tytleri transitiva tytleri opensea_TTS 0.0322447111810541
0.0206966 gutturalis_tytleri gutturalis tytleri gutturalis tytleri opensea_exon 0.0265970560021804
0.0206966 gutturalis_tytleri gutturalis tytleri gutturalis tytleri opensea_Intergenic 0.0277085054896061
0.0206966 gutturalis_tytleri gutturalis tytleri gutturalis tytleri opensea_intron 0.027568484898138
0.0206966 gutturalis_tytleri gutturalis tytleri gutturalis tytleri opensea_promoter-TSS 0.0293906919538225
0.0206966 gutturalis_tytleri gutturalis tytleri gutturalis tytleri opensea_TTS 0.0294517996124016
